gender,languages_selected,education_level,major_field_of_study,cgpa,current_year,current_semester,experties_major_gpa,experties_suggest_career,student_programming_learned,mind_stress_management,learning_style,student_expectation,preferred_work_environment,work_life_balance,internship_experience,real_world_projects_completed,certifications
male,"english, sinhala, tamil",bachelor's degree,software engineering,4.0,1,2,2.29,Cybersecurity Analyst,"Firewalls, Risk Analysis, SIEM, Networking",excellent,auditory,data scientist,remote,average,no,5,aws
female,"sinhala, tamil",bachelor's degree,information technology,3.11,3,2,3.24,Ethical Hacker,"Python, Nmap, Metasploit, Kali Linux",moderate,visual,software engineer,onsite,excellent,yes,7,azure
male,"english, sinhala",bachelor's degree,software engineering,3.31,4,1,3.46,Security Engineer,"IAM, Linux, Cloud Security, Encryption",low,visual,software engineer,hybrid,excellent,yes,10,none
male,sinhala,bachelor's degree,cyber security,2.18,2,2,3.71,Information Security Analyst,"Incident Response, SIEM, Risk Assessment, Networking",excellent,kinesthetic,systems analyst,remote,excellent,yes,12,azure
female,english,bachelor's degree,software engineering,2.11,2,1,2.9,Network Engineer,"Firewalls, Switching, Routing, Cisco",moderate,auditory,software engineer,hybrid,poor,yes,6,none
female,english,bachelor's degree,cyber security,2.69,2,1,2.22,System Administrator,"Active Directory, Bash, Linux, Windows Server",excellent,auditory,devops engineer,hybrid,average,yes,0,none
female,"english, sinhala",bachelor's degree,data science,2.55,3,2,3.78,IT Support Engineer,"Active Directory, Networking, Troubleshooting, Hardware",moderate,visual,qa engineer,onsite,average,no,4,aws
male,"english, sinhala, tamil",bachelor's degree,data science,3.79,3,1,3.4,Hardware Engineer,"Microcontrollers, Embedded C, Electronics, PCB Design",low,kinesthetic,data scientist,remote,excellent,no,3,google
female,"tamil, english",bachelor's degree,data science,2.37,3,2,2.89,QA Engineer,"API Testing, Jira, Test Cases, SQL",excellent,kinesthetic,software engineer,remote,average,no,12,google
male,"tamil, english",bachelor's degree,computer science,3.18,1,2,3.94,Software Tester,"Test Plans, Agile, SQL, Bug Tracking",excellent,auditory,systems analyst,hybrid,average,yes,7,none
male,"tamil, english",bachelor's degree,software engineering,2.19,4,2,2.84,Automation Test Engineer,"Python, Cypress, CI/CD, TestNG",low,auditory,software engineer,remote,excellent,yes,5,google
female,tamil,bachelor's degree,computer science,2.77,4,1,2.91,UI Designer,"Color Theory, UI Principles, Figma, Adobe XD",excellent,kinesthetic,systems analyst,remote,poor,no,5,azure
female,tamil,bachelor's degree,data science,3.03,4,2,3.18,UX Designer,"Prototyping, Psychology, Figma, User Research",excellent,auditory,qa engineer,remote,average,no,10,azure
female,"english, sinhala",bachelor's degree,computer science,3.74,3,2,3.91,Product Designer,"Figma, User Flow, Design Systems, UX Research",low,auditory,software engineer,hybrid,excellent,yes,7,azure
female,"english, sinhala",bachelor's degree,software engineering,3.65,2,2,2.98,Blockchain Developer,"Solidity, Smart Contracts, Node.js, Cryptography",moderate,kinesthetic,software engineer,hybrid,poor,no,11,google
female,"tamil, english",bachelor's degree,software engineering,2.71,2,1,2.25,IoT Engineer,"Arduino, C/C++, Cloud Integration, Raspberry Pi",moderate,auditory,security engineer,hybrid,average,no,11,cisco
male,"sinhala, tamil",bachelor's degree,computer science,2.63,3,1,3.97,Embedded Systems Engineer,"C/C++, Electronics, RTOS, PCB Design",excellent,visual,data scientist,onsite,average,no,9,none
male,"tamil, english",bachelor's degree,software engineering,2.18,1,1,3.76,AR/VR Developer,"Blender, 3D Modeling, Unity, Unreal Engine",moderate,auditory,security engineer,hybrid,poor,no,7,aws
male,sinhala,bachelor's degree,cyber security,3.88,3,2,2.63,SEO Specialist,"HTML, Content Strategy, Keyword Research, Backlinks",moderate,kinesthetic,security engineer,remote,average,yes,2,google
male,"tamil, english",bachelor's degree,computer science,2.43,1,1,3.26,IT Support Specialist,"Ticketing Systems, Windows, Hardware, Networking",moderate,auditory,security engineer,hybrid,excellent,yes,7,none
male,"english, sinhala",bachelor's degree,information technology,3.42,1,2,3.78,Software Engineer,"Java, OOP, Spring Boot, SQL",low,kinesthetic,security engineer,onsite,average,no,3,azure
male,"english, sinhala, tamil",bachelor's degree,information technology,2.7,2,2,3.52,Full Stack Developer,"Node.js, REST API, Express, React",excellent,visual,security engineer,onsite,excellent,yes,0,azure
male,english,bachelor's degree,computer science,2.02,3,1,2.29,Frontend Developer,"HTML, JavaScript, TypeScript, React",moderate,auditory,software engineer,onsite,poor,yes,1,cisco
male,"english, sinhala",bachelor's degree,data science,3.31,3,2,3.3,Backend Developer,"Spring Boot, Node.js, SQL, REST API",excellent,visual,qa engineer,hybrid,poor,no,1,none
female,sinhala,bachelor's degree,cyber security,3.31,4,2,3.05,Web Developer,"JavaScript, PHP, Bootstrap, CSS",excellent,auditory,security engineer,remote,poor,no,4,cisco
female,english,bachelor's degree,information technology,3.89,3,2,2.63,Mobile App Developer,"Firebase, Java, Swift, Kotlin",moderate,visual,data scientist,remote,poor,yes,0,google
female,"english, sinhala",bachelor's degree,data science,2.83,2,1,2.83,Data Scientist,"NumPy, Machine Learning, Python, Pandas",excellent,kinesthetic,systems analyst,hybrid,excellent,yes,10,cisco
male,"sinhala, tamil",bachelor's degree,data science,2.03,3,2,3.25,Data Analyst,"Python, SQL, Power BI, Excel",moderate,visual,systems analyst,onsite,poor,yes,7,cisco
female,"tamil, english",bachelor's degree,cyber security,3.25,3,1,2.65,Machine Learning Engineer,"NumPy, TensorFlow, Pandas, Deep Learning",excellent,visual,devops engineer,onsite,poor,yes,8,none
female,"tamil, english",bachelor's degree,information technology,2.94,1,2,3.14,AI Engineer,"PyTorch, TensorFlow, LLMs, NLP",low,visual,systems analyst,onsite,excellent,no,9,aws
male,"english, sinhala",bachelor's degree,data science,2.96,4,1,3.04,BI Developer,"Power BI, DAX, Excel, Tableau",low,kinesthetic,data scientist,onsite,poor,yes,6,aws
female,"english, sinhala",bachelor's degree,information technology,2.97,3,2,3.07,DevOps Engineer,"Docker, Linux, AWS, Jenkins",low,auditory,devops engineer,hybrid,poor,no,5,azure
female,"tamil, english",bachelor's degree,computer science,3.94,3,1,2.38,Cloud Engineer,"Kubernetes, Docker, Azure, AWS",moderate,kinesthetic,devops engineer,remote,poor,no,2,cisco
female,"english, sinhala, tamil",bachelor's degree,computer science,2.47,4,1,3.67,Cloud Architect,"AWS/Azure Design, IaC, Scalability, Microservices",low,auditory,data scientist,hybrid,average,no,8,aws
female,"english, sinhala, tamil",bachelor's degree,computer science,3.39,2,2,3.58,Cybersecurity Analyst,"SIEM, Linux, Networking, Firewalls",low,kinesthetic,devops engineer,hybrid,poor,yes,11,cisco
female,"english, sinhala, tamil",bachelor's degree,data science,3.91,3,1,3.24,Ethical Hacker,"Metasploit, Nmap, Kali Linux, Python",low,visual,systems analyst,remote,average,no,5,aws
female,sinhala,bachelor's degree,data science,3.72,2,2,3.75,Security Engineer,"IAM, SIEM, Linux, Encryption",low,auditory,devops engineer,remote,average,yes,12,azure
female,"english, sinhala, tamil",bachelor's degree,data science,4.0,4,2,3.88,Information Security Analyst,"Incident Response, Networking, SIEM, Risk Assessment",excellent,auditory,devops engineer,remote,average,no,11,azure
female,"tamil, english",bachelor's degree,software engineering,3.29,3,1,3.17,Network Engineer,"Cisco, Switching, VPN, TCP/IP",excellent,visual,qa engineer,hybrid,poor,yes,1,azure
male,sinhala,bachelor's degree,cyber security,3.64,4,1,3.14,System Administrator,"Windows Server, Networking, Linux, Bash",low,kinesthetic,security engineer,remote,excellent,yes,2,aws
female,tamil,bachelor's degree,computer science,3.32,4,1,3.24,IT Support Engineer,"Networking, Ticketing Tools, Windows, Active Directory",moderate,kinesthetic,security engineer,onsite,excellent,yes,5,aws
male,"english, sinhala",bachelor's degree,software engineering,3.92,1,1,2.39,Hardware Engineer,"PCB Design, Arduino, Microcontrollers, Electronics",low,kinesthetic,qa engineer,onsite,excellent,no,4,aws
female,english,bachelor's degree,computer science,3.62,3,2,3.24,QA Engineer,"Selenium, SQL, API Testing, Manual Testing",moderate,visual,security engineer,onsite,average,yes,8,google
female,english,bachelor's degree,software engineering,3.46,1,2,3.42,Software Tester,"Selenium, SQL, Test Plans, Bug Tracking",excellent,auditory,devops engineer,onsite,average,yes,11,aws
female,"tamil, english",bachelor's degree,computer science,3.06,3,2,3.86,Automation Test Engineer,"Java, CI/CD, Python, Selenium",low,visual,data scientist,onsite,excellent,no,6,none
male,"english, sinhala",bachelor's degree,computer science,3.77,1,1,2.38,UI Designer,"Photoshop, Prototyping, Figma, Adobe XD",excellent,auditory,software engineer,remote,poor,yes,3,none
male,tamil,bachelor's degree,data science,3.12,3,1,3.65,UX Designer,"Figma, Psychology, User Research, UX Testing",low,kinesthetic,qa engineer,hybrid,average,yes,11,cisco
male,"english, sinhala",bachelor's degree,data science,2.15,1,2,2.75,Product Designer,"UI Design, UX Research, Design Systems, Figma",excellent,auditory,data scientist,hybrid,average,no,7,google
female,"english, sinhala, tamil",bachelor's degree,software engineering,2.33,3,1,2.26,Blockchain Developer,"Node.js, Web3.js, Cryptography, Smart Contracts",low,kinesthetic,security engineer,hybrid,poor,yes,9,aws
female,english,bachelor's degree,computer science,3.62,1,2,3.34,IoT Engineer,"Raspberry Pi, MQTT, Sensors, Cloud Integration",moderate,auditory,qa engineer,remote,average,yes,5,google
male,"tamil, english",bachelor's degree,computer science,2.82,4,2,2.95,Embedded Systems Engineer,"C/C++, IoT, RTOS, Electronics",low,kinesthetic,systems analyst,remote,average,yes,1,cisco
female,"sinhala, tamil",bachelor's degree,cyber security,3.17,1,2,2.41,AR/VR Developer,"Unreal Engine, C#, Unity, Blender",moderate,auditory,data scientist,onsite,excellent,yes,9,aws
male,"english, sinhala, tamil",bachelor's degree,cyber security,3.96,1,1,3.9,SEO Specialist,"Content Strategy, Google Analytics, HTML, Backlinks",low,kinesthetic,systems analyst,hybrid,poor,yes,5,google
male,"english, sinhala, tamil",bachelor's degree,data science,3.93,3,2,2.45,IT Support Specialist,"Troubleshooting, Windows, Hardware, Active Directory",excellent,auditory,systems analyst,onsite,poor,yes,9,azure
female,"tamil, english",bachelor's degree,computer science,3.13,4,1,2.9,Software Engineer,"Git, Python, Spring Boot, SQL",moderate,kinesthetic,security engineer,hybrid,average,yes,3,azure
male,"tamil, english",bachelor's degree,information technology,3.0,3,1,3.16,Full Stack Developer,"Node.js, React, REST API, MongoDB",low,visual,qa engineer,onsite,excellent,yes,7,none
female,"tamil, english",bachelor's degree,information technology,2.63,3,2,3.11,Frontend Developer,"JavaScript, React, CSS, TypeScript",low,visual,qa engineer,onsite,excellent,yes,9,aws
male,sinhala,bachelor's degree,information technology,2.63,2,2,2.86,Backend Developer,"Node.js, Java, Spring Boot, Microservices",excellent,kinesthetic,qa engineer,onsite,excellent,no,6,azure
male,"sinhala, tamil",bachelor's degree,computer science,3.84,1,1,2.83,Web Developer,"PHP, HTML, CSS, Bootstrap",low,kinesthetic,data scientist,onsite,poor,no,5,azure
male,"tamil, english",bachelor's degree,data science,3.39,3,2,3.15,Mobile App Developer,"Swift, Java, Firebase, Kotlin",moderate,visual,qa engineer,hybrid,excellent,yes,11,cisco
male,"english, sinhala, tamil",bachelor's degree,computer science,3.9,2,1,2.98,Data Scientist,"NumPy, Pandas, SQL, Machine Learning",excellent,visual,devops engineer,hybrid,poor,yes,8,none
female,"sinhala, tamil",bachelor's degree,information technology,2.56,4,2,3.74,Data Analyst,"Excel, SQL, Data Visualization, Power BI",moderate,auditory,devops engineer,onsite,excellent,no,5,aws
female,english,bachelor's degree,information technology,2.54,3,2,2.99,Machine Learning Engineer,"Scikit-learn, NumPy, Pandas, Deep Learning",moderate,kinesthetic,devops engineer,hybrid,excellent,no,9,aws
male,"english, sinhala, tamil",bachelor's degree,software engineering,3.5,4,1,2.41,AI Engineer,"Data Processing, Python, TensorFlow, NLP",low,kinesthetic,systems analyst,remote,poor,yes,3,none
male,english,bachelor's degree,information technology,3.92,3,2,3.53,BI Developer,"Power BI, DAX, Excel, Tableau",low,auditory,data scientist,remote,poor,yes,7,none
male,"sinhala, tamil",bachelor's degree,data science,3.64,4,1,3.53,DevOps Engineer,"Linux, CI/CD, Jenkins, Docker",excellent,auditory,qa engineer,onsite,poor,no,11,none
male,"sinhala, tamil",bachelor's degree,information technology,3.05,4,2,3.8,Cloud Engineer,"Docker, Azure, Kubernetes, Terraform",excellent,kinesthetic,software engineer,onsite,poor,yes,8,google
male,"english, sinhala",bachelor's degree,software engineering,3.46,2,2,3.6,Cloud Architect,"Microservices, Scalability, IaC, AWS/Azure Design",excellent,kinesthetic,devops engineer,hybrid,poor,yes,11,none
female,"english, sinhala, tamil",bachelor's degree,information technology,2.56,4,1,3.11,Cybersecurity Analyst,"SIEM, Firewalls, Risk Analysis, Linux",low,visual,devops engineer,remote,poor,no,4,azure
male,"sinhala, tamil",bachelor's degree,software engineering,2.85,4,1,3.08,Ethical Hacker,"Burp Suite, Metasploit, Kali Linux, Python",low,kinesthetic,data scientist,remote,poor,no,8,cisco
male,english,bachelor's degree,cyber security,2.72,3,2,3.53,Security Engineer,"Cloud Security, Linux, Encryption, Firewalls",low,visual,devops engineer,remote,average,no,6,cisco
male,"english, sinhala",bachelor's degree,data science,2.61,3,1,3.26,Information Security Analyst,"SOC Tools, Incident Response, Compliance, Risk Assessment",excellent,auditory,security engineer,onsite,average,yes,1,azure
female,tamil,bachelor's degree,data science,3.31,3,2,3.51,Network Engineer,"Routing, Cisco, Firewalls, VPN",excellent,visual,security engineer,remote,average,no,0,aws
female,english,bachelor's degree,software engineering,2.54,1,2,3.81,System Administrator,"Windows Server, Networking, Bash, Active Directory",moderate,auditory,security engineer,onsite,poor,yes,11,azure
female,"tamil, english",bachelor's degree,data science,2.27,2,1,3.27,IT Support Engineer,"Active Directory, Hardware, Windows, Ticketing Tools",moderate,auditory,qa engineer,onsite,excellent,yes,11,cisco
female,"english, sinhala, tamil",bachelor's degree,data science,3.62,1,1,2.76,Hardware Engineer,"PCB Design, Embedded C, Microcontrollers, Arduino",moderate,visual,software engineer,hybrid,average,no,11,none
female,sinhala,bachelor's degree,information technology,2.3,4,2,3.22,QA Engineer,"API Testing, Test Cases, Selenium, Manual Testing",moderate,auditory,security engineer,hybrid,average,no,2,none
female,"tamil, english",bachelor's degree,cyber security,3.73,1,2,3.94,Software Tester,"Manual Testing, SQL, Test Plans, Bug Tracking",moderate,auditory,devops engineer,remote,excellent,no,10,none
female,"english, sinhala",bachelor's degree,data science,2.05,3,1,2.95,Automation Test Engineer,"CI/CD, Java, Python, Selenium",moderate,kinesthetic,systems analyst,onsite,poor,yes,8,azure
female,"sinhala, tamil",bachelor's degree,software engineering,2.87,1,1,3.17,UI Designer,"UI Principles, Color Theory, Figma, Adobe XD",excellent,visual,devops engineer,remote,excellent,no,7,google
male,"english, sinhala, tamil",bachelor's degree,computer science,2.67,1,2,2.44,UX Designer,"User Research, Prototyping, Wireframing, Psychology",moderate,kinesthetic,software engineer,remote,average,yes,7,google
female,"tamil, english",bachelor's degree,data science,2.82,2,1,2.94,Product Designer,"Prototyping, UI Design, UX Research, Design Systems",excellent,auditory,devops engineer,hybrid,average,no,7,aws
male,sinhala,bachelor's degree,cyber security,2.28,1,2,3.88,Blockchain Developer,"Web3.js, Node.js, Ethereum, Solidity",low,auditory,data scientist,hybrid,average,yes,5,azure
female,sinhala,bachelor's degree,software engineering,2.66,4,2,3.94,IoT Engineer,"Cloud Integration, Raspberry Pi, C/C++, Arduino",low,kinesthetic,software engineer,hybrid,excellent,yes,1,azure
male,english,bachelor's degree,cyber security,2.84,3,2,2.22,Embedded Systems Engineer,"Microcontrollers, C/C++, RTOS, IoT",excellent,auditory,security engineer,onsite,average,no,9,none
female,english,bachelor's degree,information technology,2.12,4,2,3.94,AR/VR Developer,"Blender, XR SDKs, Unity, Unreal Engine",low,auditory,data scientist,onsite,excellent,yes,6,none
