Gender,District_Location,Education_Stream,Soft_Skills,Key_Skils,Current_semester,GPA,Experties_Preferred_GPA,Experties_preferred_tech_skills,Experties_preferred_Skills,Experties_Preferred_Career_Field,English_score,Ocean_Openness,Ocean_Conscientiousness,Ocean_Extraversion,Ocean_Agreeableness,Ocean_Neuroticism,Riasec_Realistic,Riasec_Investigative,Riasec_Artistic,Riasec_Social,Riasec_Enterprising,Riasec_Conventional,Learning_Style,Course_Recommendation,University_Recommendation,Skill_Gap_Score,Feedback_Score,Data_Consent,Timestamp
Female,Nuwara Eliya,Maths Stream,"Adaptability, Flexibility, Learning Agility","Java, Spring Boot, Hibernate, REST APIs",2Y1S,1.3,3.2,"Node.js, NestJS, TypeScript, PostgreSQL, GraphQL;","Communication, Clear Thought Flow",DevOps / Cloud Engineer,92,1,1,3,3,4,6,10,8,5,8,7,Read/Write,,,,,,
Other,Puttalam,Bio Stream,"Time Management, Mastery, Excellence","PyTorch, TensorFlow, Docker, MLflow, AWS SageMaker",2Y1S,1.3,3,"Git, Docker Desktop, Basic Bash, VS Code","Emotional Intelligence, Heartfelt Understanding",Mobile App Developer,99,2,5,1,1,4,10,8,10,10,8,8,Aural,,,,,,
Female,Trincomalee,Technology Stream,"Problem Solving, Resilience, Determination","Python, Pandas, Google Colab",2Y2S,3.4,3,"Docker, Kubernetes, Jenkins, Terraform, Linux Admin;","Time Management, Organization, Productivity;",Data Science & Analytics,59,4,3,3,4,4,1,4,1,8,10,5,Visual,,,,,,
Male,Kilinochchi,Maths Stream,"Time Management, Excellent Planner","Python, Pandas, Scikit-learn, Jupyter, SQL, Model Deployment",1Y1S,1.1,3.2,"Java, Spring Boot, Kafka, PostgreSQL, JUnit","Teamwork, Always Cooperative",Data Science & Analytics,59,3,4,2,4,4,3,3,5,3,8,10,Visual,,,,,,
Female,Gampaha,Commerce Stream,"Time Management, Discipline, Reliability","Java, Spring Boot, Microservices, Git, Docker, Kafka",1Y2S,3.9,3,"Java, Python, Spring Boot, MySQL, Git","Teamwork, Interpersonal Skills, Positive Attitude",DevOps / Cloud Engineer,92,2,2,2,5,2,4,3,7,9,5,10,Aural,,,,,,
Female,Kurunegala,Bio Stream,"Problem Solving, Analytical Thinking, Creativity","AWS Free Tier, S3, EC2, IAM Basics, AWS Console",1Y1S,1.3,3,"SQL, Power BI (Basic)","Teamwork, Collaboration, Empathy",AI / Machine Learning Engineer,87,5,2,1,3,2,2,9,5,10,6,2,Kinesthetic,,,,,,
Male,Hambantota,Bio Stream,"Communication, Active Listening, Confidence","Python, Jupyter",2Y1S,4.4,3.2,"TryHackMe, Nmap, Kali Linux","Teamwork, Cooperation, Respectfulness",DevOps / Cloud Engineer,94,1,3,4,5,2,2,6,9,10,6,4,Aural,,,,,,
Male,Colombo,Bio Stream,"Emotional Intelligence, Nirvana, Bliss","Java, VS Code, Git, MySQL, Postman",2Y1S,4.8,3.2,"Git, VS Code","Communication, Active Listening, Confidence",Frontend / Web Developer,67,5,1,5,4,1,6,5,2,10,5,8,Kinesthetic,,,,,,
Male,Hambantota,Arts Stream,"Communication, Clarity, Confidence","Flutter, Dart, Firebase Auth, GetX/Bloc, Push Notifications, Google Maps, In-app Purchase",2Y1S,3.2,3.2,"Git, Docker Desktop, Basic Linux Commands, VS Code, GitHub","Adaptability, Flexibility, Versatility;",Data Science & Analytics,75,3,5,2,5,3,3,1,10,8,8,9,Kinesthetic,,,,,,
Female,Mullaitivu,Commerce Stream,"Teamwork, Planet-Level Cooperation","Kubernetes, Helm, GitLab CI, Prometheus, Bash, Terraform",1Y2S,3.4,3.2,"Flutter, Dart, Android Studio, Firebase Auth, VS Code","Time Management, Work Ethic, Attention to Detail",Data Science & Analytics,54,2,4,3,1,2,10,7,5,10,6,3,Visual,,,,,,
Female,Colombo,Bio Stream,"Leadership, Inspirational","Adobe XD, Figma, Framer, Design Thinking",2Y1S,4.8,3.3,"React.js, Node.js, MongoDB","Communication, Soul Connection",Frontend / Web Developer,93,4,1,4,1,2,8,3,7,1,6,3,Kinesthetic,,,,,,
Male,Vavuniya,Maths Stream,"Critical Thinking, Adaptability, Self-Motivation","AWS, Serverless, Lambda, S3, CloudFront",1Y2S,2.6,3,"Adobe XD, Figma, Framer, Design Thinking, Prototyping;","Problem Solving, Logical Reasoning, Patience",Frontend / Web Developer,67,1,5,3,5,1,10,3,1,6,3,5,Kinesthetic,,,,,,
Other,Puttalam,Arts Stream,"Leadership, Vision, Inspiration","AWS S3, EC2",1Y2S,4,3.2,"Python, Pandas, XGBoost, SQL, Model Deployment;","Adaptability, Flexibility, Agility;",Frontend / Web Developer,82,4,4,2,2,1,10,2,10,9,9,6,Kinesthetic,,,,,,
Male,Kurunegala,Maths Stream,"Communication, Teamwork, Time Management","Python, Django, PostgreSQL, Git, Docker, Celery, Redis",2Y1S,2.2,3,"Docker Desktop, Git","Time Management, Efficiency, Focus;",DevOps / Cloud Engineer,63,2,1,4,1,5,3,8,8,1,1,9,Aural,,,,,,
Female,Batticaloa,Commerce Stream,"Leadership, Inspirational","C#, .NET Core, SQL Server, Git, Entity Framework",1Y2S,4.8,3.2,"Docker Desktop, Git","Communication, Sonic Clarity",UI/UX Designer,85,1,5,3,1,4,3,6,6,4,10,10,Visual,,,,,,
Female,Colombo,Technology Stream,"Communication, Smooth & Natural","HTML, CSS, React.js, Node.js, MongoDB",2Y1S,3,3.3,"Node.js, Postman","Critical Thinking, Precise Analyzer",Frontend / Web Developer,59,2,5,1,3,2,8,7,8,6,10,7,Visual,,,,,,
Male,Mannar,Bio Stream,"Emotional Intelligence, Grounded & Aware","Kubernetes, Helm, Prometheus, GitOps, Bash",2Y1S,2,3.3,"Node.js, Postman","Communication, Presentation Skills, Emotional Intelligence",IT / Technology Generalist,93,4,4,3,4,1,8,5,10,5,4,4,Visual,,,,,,
Female,Colombo,Bio Stream,"Leadership, Natural Leader","React.js, Node.js, MongoDB, Express.js, Redux",2Y2S,2.2,3.2,"Java, VS Code, Git, MySQL","Teamwork, Galactic Sync",AI / Machine Learning Engineer,77,2,1,1,1,3,1,10,7,2,4,1,Read/Write,,,,,,
Female,Colombo,Bio Stream,"Teamwork, Energy Booster","Python, Java, OOP, Data Structures & Algorithms, Git, MySQL, Agile, IntelliJ/Eclipse",2Y1S,4.2,3.2,"Python, Pandas","Problem Solving, Resilience, Determination;",DevOps / Cloud Engineer,73,5,5,2,1,4,8,4,3,4,1,4,Visual,,,,,,
Male,Mullaitivu,Maths Stream,"Adaptability, Flexibility, Agility","SQL, Excel, Power BI (Basic)",2Y1S,4.4,3.2,"HTML, CSS, Bootstrap","Time Management, Perfect",Data Science & Analytics,85,3,2,1,2,1,3,1,6,4,3,9,Visual,,,,,,
Male,Ratnapura,Arts Stream,"Time Management, Perfect Planning","Figma, Canva, Basic Prototyping",1Y1S,2.7,2.8,"Node.js, NestJS, TypeScript, PostgreSQL, Docker","Time Management, Structure, Order;",Frontend / Web Developer,89,3,4,4,2,2,10,4,7,7,3,1,Aural,,,,,,
Other,Batticaloa,Maths Stream,"Presentation Skills, Lights Up the Room","Java, Python, Git, VS Code, MySQL, Postman",2Y2S,2.2,3.3,"Figma, Canva, Prototyping","Teamwork, Dependable Member",Frontend / Web Developer,60,4,2,5,3,3,6,10,1,6,6,1,Visual,,,,,,
Female,Kalutara,Commerce Stream,"Emotional Intelligence, Self-Control, Awareness","React.js, Next.js, TypeScript, Tailwind CSS, Git, API Integration, Jest, Vercel",2Y2S,1.1,3.3,"HTML, CSS, JavaScript","Teamwork, Inclusiveness, Respect;",IT / Technology Generalist,91,2,3,2,4,4,1,6,6,1,3,8,Kinesthetic,,,,,,
Other,Puttalam,Technology Stream,"Emotional Intelligence, Thoughtful and Kind","C#, .NET Core, SQL Server, Git, Entity Framework",1Y2S,4.9,3,"Python, Google Colab, Jupyter, Pandas","Leadership, Eternity, Greatness;",Data Science & Analytics,57,2,4,2,4,3,7,2,10,10,10,9,Kinesthetic,,,,,,
Male,Polonnaruwa,Bio Stream,"Creativity, Modern Thinker","AWS, Serverless, Lambda, DynamoDB, API Gateway",2Y1S,1.8,3.2,"React.js, Node.js, MongoDB, Express.js, Redux;","Teamwork, Harmony Builder",DevOps / Cloud Engineer,73,1,2,4,5,4,8,2,8,6,7,8,Aural,,,,,,
Female,Nuwara Eliya,Commerce Stream,"Problem Solving, Solution Maker","Java, Spring Boot, Microservices, Git, Docker, Maven, PostgreSQL, Kafka Basics",1Y1S,1.8,3.2,"Flutter, Dart, Firebase Auth, GetX/Bloc, Push Notifications ","Emotional Intelligence, Exceptional",UI/UX Designer,64,5,4,1,5,1,6,9,10,2,8,9,Visual,,,,,,
Female,Puttalam,Bio Stream,"Creativity, Innovation, Vision","Node.js, Express.js, MongoDB, JWT, TypeScript",2Y2S,4.8,3.2,"Python, Django/Flask, PostgreSQL, Git, Docker;","Leadership, Accountability, Courage;",AI / Machine Learning Engineer,47,5,2,4,1,5,3,5,5,2,5,9,Kinesthetic,,,,,,
Female,Anuradhapura,Bio Stream,"Presentation Skills, Sharp Delivery","HTML, CSS, Bootstrap, JavaScript",1Y2S,3.7,3.2,"Python Scripting, Metasploit, Kali Linux, OWASP;","Critical Thinking, Master Strategist",Mobile App Developer,86,4,4,3,4,3,4,6,4,9,3,5,Read/Write,,,,,,
Female,Galle,Commerce Stream,"Time Management, Unshakeable Routine","Python, Burp Suite, Kali Linux, Nmap",1Y2S,1,3,"Python, Django, Git, PostgreSQL, Docker;","Problem Solving, Breaks Any Barrier",DevOps / Cloud Engineer,80,1,2,4,2,4,9,6,10,1,3,9,Visual,,,,,,
Male,Jaffna,Bio Stream,"Time Management, Universal Timer","HTML5, CSS3, JavaScript, React.js, Tailwind CSS, Git, Responsive Design",1Y1S,1.5,3.3,"AWS S3, EC2, Free Tier, IAM Basics","Teamwork, Team-First Attitude",Software Engineer / Backend,52,5,5,3,3,1,10,9,8,8,2,2,Kinesthetic,,,,,,
Other,Puttalam,Bio Stream,"Leadership, Natural Charisma","Python, Pandas, Excel, Matplotlib, Google Colab",2Y1S,2.4,3.2,"TensorFlow, PyTorch, OpenCV, NLP, Docker;","Creativity, Vision Generator",Data Science & Analytics,73,3,3,4,5,1,8,4,5,1,2,10,Kinesthetic,,,,,,
Female,Jaffna,Arts Stream,"Leadership, Guidance, Mentorship","React.js, Tailwind CSS, JavaScript, Git, Responsive",1Y1S,1.5,3.2,"AWS, Docker, Kubernetes, Terraform, CI/CD","Communication, Clarity, Confidence;",Mobile App Developer,53,2,4,2,1,2,2,3,4,6,1,4,Visual,,,,,,
Male,Jaffna,Commerce Stream,"Leadership, Legend, Myth","HTML, CSS, React.js, Node.js, Express.js",1Y1S,2.2,3,"TensorFlow, PyTorch, Scikit-learn, AWS SageMaker","Time Management, Perfect Scheduler",Frontend / Web Developer,48,4,5,4,4,1,4,5,7,9,5,7,Visual,,,,,,
Male,Kilinochchi,Bio Stream,"Presentation Skills, Elite Speaker","Figma, Canva, Wireframing, Basic Prototyping",2Y1S,3.4,3,"Flutter, Dart, Firebase, Bloc, App Publishing","Communication, Expression, Authenticity;",AI / Machine Learning Engineer,47,4,1,5,4,2,1,10,7,8,4,6,Kinesthetic,,,,,,
Male,Ampara,Commerce Stream,"Communication, Fluent & Clear","SQL, Pandas, Power BI, Excel, Data Cleaning",2Y1S,2.7,3.3,"SQL, Python (Pandas, NumPy), Power BI, Tableau","Creativity, Original Thinker",IT / Technology Generalist,50,4,1,4,4,1,7,6,3,3,8,2,Read/Write,,,,,,
Female,Kurunegala,Arts Stream,"Leadership, Vision, Boldness","Python, Pandas, Google Colab",2Y1S,2.2,3.2,"React.js, Bootstrap, Git, JavaScript, HTML/CSS","Communication, Flawless",Software Engineer / Backend,99,5,3,1,4,5,1,2,2,8,2,7,Read/Write,,,,,,
Female,Galle,Bio Stream,"Public Speaking, Persuasion, Empathy","Flutter, Dart, Firebase Auth, Bloc, Push Notifications",2Y2S,4,3.3,"Flutter, Dart, VS Code, Firebase","Teamwork, Collaboration, Reliability",Data Science & Analytics,42,4,3,4,5,2,8,10,1,5,3,5,Kinesthetic,,,,,,
Female,Kurunegala,Arts Stream,"Public Speaking, Bold Performer","SQL, Excel, Power BI",2Y2S,3.9,3,"Figma, Adobe XD, Design Systems, User Testing, Accessibility;","Teamwork, Collaboration, Synergy;",Software Engineer / Backend,79,5,1,4,5,4,5,10,8,9,7,2,Kinesthetic,,,,,,
Male,Matale,Commerce Stream,"Communication, Love, Understanding","Python, Pandas, Scikit-learn, Jupyter, SQL, Model Deployment",1Y1S,3.9,3.3,"TensorFlow, PyTorch, OpenCV, NLP (Transformers), Docker","Problem Solving, Strategy, Insight;",Data Science & Analytics,52,4,1,3,4,5,4,2,1,10,4,1,Read/Write,,,,,,
Female,Mannar,Maths Stream,"Public Speaking, Charming Performer","SQL, Python, Tableau, Power BI, Data Visualization",1Y2S,4.9,2.8,"HTML, CSS, React.js, Node.js","Communication, Divine Connection",UI/UX Designer,97,5,5,5,1,2,9,9,1,1,2,1,Kinesthetic,,,,,,
Male,Kandy,Bio Stream,"Communication, Warm & Clear","Python, Flask, PostgreSQL, Git, Redis",1Y2S,1.8,2.8,"SQL, Excel","Time Management, Efficiency, Focus;",UI/UX Designer,67,5,4,3,2,2,10,8,6,5,2,2,Visual,,,,,,
Male,Hambantota,Commerce Stream,"Problem Solving, Always Finds a Path","Git, Docker",1Y2S,3.7,3.3,"Python, Pandas, Jupyter","Public Speaking, Engaging Voice",DevOps / Cloud Engineer,89,3,1,1,5,5,1,3,10,9,9,2,Visual,,,,,,
Other,Monaragala,Bio Stream,"Time Management, Plans With Perfection","Java, Python, Microservices, Docker, Git",2Y1S,2.4,3,"Figma, Adobe XD, Design Systems, User Testing","Problem Solving, Fast & Accurate",Frontend / Web Developer,73,5,3,2,1,1,10,5,3,6,2,3,Read/Write,,,,,,
Female,Colombo,Technology Stream,"Teamwork, Coordination, Trust Building","SQL, Pandas, Power BI, Excel, Statistics, Data Cleaning",2Y1S,1.3,3.3,"Docker, Kubernetes, Jenkins, Terraform, Linux Admin;","Problem Solving, Solution-Oriented, Persistence;",DevOps / Cloud Engineer,77,4,1,4,2,1,9,4,2,4,3,1,Kinesthetic,,,,,,
Male,Mannar,Bio Stream,"Communication, Listening, Empathy","Java, Spring Boot, MySQL, Git, REST APIs, Docker, Maven, IntelliJ",1Y1S,4.2,3.3,"AWS S3, EC2","Critical Thinking, Precise Analyzer",AI / Machine Learning Engineer,80,3,5,5,2,3,6,6,2,4,1,2,Kinesthetic,,,,,,
Male,Ampara,Commerce Stream,"Emotional Intelligence, Reads Minds","Python, Flask, PostgreSQL, Git, Docker, Redis",1Y2S,3.2,3.3,"PyTorch, TensorFlow, Scikit-learn, FastAPI","Leadership, Encouraging Mentor",DevOps / Cloud Engineer,83,3,4,4,1,3,8,5,9,9,4,8,Aural,,,,,,
Female,Ratnapura,Bio Stream,"Creativity, Inventive Mind","C++, Java, Git, Data Structures, Algorithms",1Y1S,4.5,3.2,"Python, Django/Flask, PostgreSQL, Git, Docker;","Communication, Active Listener",DevOps / Cloud Engineer,83,5,5,3,4,3,9,5,9,1,4,4,Visual,,,,,,
Female,Mannar,Bio Stream,"Critical Thinking, 9000 IQ","Java, VS Code, Git, MySQL",1Y2S,1.9,3,"Figma, Wireframing, Prototyping, Design Systems","Creativity, Unique Perspective",UI/UX Designer,42,5,3,2,1,5,9,9,2,2,2,6,Mixed (Visual + Kinesthetic),,,,,,
Male,Colombo,Commerce Stream,"Teamwork, Interpersonal Skills, Positive Attitude","TensorFlow, PyTorch, FastAPI, Docker, AWS",2Y1S,2.4,3.2,"React.js, Node.js, MongoDB, Express.js, Docker","Teamwork, Unity, Camaraderie;",DevOps / Cloud Engineer,71,4,2,2,2,2,6,10,10,1,10,5,Kinesthetic,,,,,,
Male,Polonnaruwa,Technology Stream,"Communication, Respectful Speaker","Kubernetes, Docker, Ansible, Terraform, Linux",2Y2S,1.1,3,"Python, Django, PostgreSQL, Git, Docker;","Creativity, Artistic Spark",Data Science & Analytics,72,2,2,1,5,2,10,2,3,8,9,4,Kinesthetic,,,,,,
Female,Hambantota,Commerce Stream,"Problem Solving, Strategic Thinker","Python, Google Colab, Pandas, Matplotlib",2Y1S,4.9,3,"Node.js, Express.js, MongoDB, JWT Auth, Postman","Communication, Always Clear",DevOps / Cloud Engineer,57,2,2,5,2,1,9,8,5,9,7,9,Kinesthetic,,,,,,
Male,Kandy,Bio Stream,"Time Management, Prioritization, Balance","Flutter, Dart, Firebase, Android Studio, Git",1Y1S,1.3,3,"Python, R, Scikit-learn, XGBoost, Feature Engineering","Leadership, Strong Potential",DevOps / Cloud Engineer,87,2,5,5,2,1,5,7,1,3,4,5,Visual,,,,,,
Female,Matara,Bio Stream,"Emotional Intelligence, Nirvana, Bliss","Java, Python, Git",1Y1S,4.5,3.3,"Java, Spring Boot, Hibernate, PostgreSQL, REST;","Leadership, Encouraging Mentor",Frontend / Web Developer,67,5,2,2,3,3,3,6,6,10,8,10,Kinesthetic,,,,,,
Other,Trincomalee,Bio Stream,"Critical Thinking, Insight, Perception","Figma, Canva, Wireframing, Basic Prototyping",2Y2S,3.5,3.2,"Java, Spring Boot, Kafka, PostgreSQL, JUnit","Time Management, Planning, Execution;",Software Engineer / Backend,62,4,1,5,3,4,3,1,2,9,1,9,Mixed (Visual + Kinesthetic),,,,,,
Male,Mullaitivu,Arts Stream,"Creativity, Creates Worlds","SQL, Python, Tableau, Power BI, Data Visualization",1Y2S,3.5,3.3,"Python, Scikit-learn, XGBoost, SQL, Model Deployment","Teamwork, Strong Support System",Mobile App Developer,41,3,5,1,5,1,2,6,6,10,7,10,Read/Write,,,,,,
Male,Jaffna,Technology Stream,"Problem Solving, Genius, Breakthrough","Figma, Canva, Wireframing",1Y2S,1,3,"React.js, Tailwind CSS, JavaScript, Responsive ","Communication, Clear & Compassionate",Cybersecurity / Network Engineer,62,1,4,3,4,1,5,9,2,2,1,8,Kinesthetic,,,,,,
Female,Anuradhapura,Technology Stream,"Teamwork, Partnership, Trust","AWS Lambda, S3, DynamoDB, API Gateway, CDK",2Y1S,2.9,3.3,"TensorFlow, PyTorch, OpenCV, NLP, Docker;","Time Management, Deadline Champion",DevOps / Cloud Engineer,47,5,4,2,1,2,10,8,6,4,3,3,Visual,,,,,,
Male,Gampaha,Commerce Stream,"Public Speaking, Articulation, Conviction","HTML, CSS, React.js",1Y2S,2.1,3.2,"Java, Git, VS Code, MySQL","Teamwork, Support, Encouragement;",IT / Technology Generalist,73,2,5,3,3,5,1,9,9,6,3,3,Kinesthetic,,,,,,
Female,Mullaitivu,Maths Stream,"Emotional Intelligence, Gentle Heart","HTML, CSS, Bootstrap",2Y2S,4.9,3.2,"Docker, Kubernetes, Jenkins, Terraform, CI/CD","Leadership, Delegation, Conflict Management",UI/UX Designer,48,1,4,4,5,2,1,4,2,8,8,9,Kinesthetic,,,,,,
Male,Batticaloa,Arts Stream,"Emotional Intelligence, Social Awareness, Relationship Management","HTML, CSS, JavaScript, React.js",1Y1S,4.2,3.3,"HTML5, CSS3, React.js, Tailwind CSS, Git","Leadership, Team Motivation, Conflict Resolution;",Mobile App Developer,93,3,1,4,4,1,5,4,10,10,6,1,Visual,,,,,,
Male,Mullaitivu,Maths Stream,"Time Management, Prioritizes Perfectly","Node.js, Express.js, MongoDB",1Y2S,2.6,3.3,"Python, Google Colab, Scikit-learn, Pandas, Jupyter","Communication, Mind-to-Mind Clarity",Mobile App Developer,87,2,5,1,2,5,9,5,9,6,5,3,Aural,,,,,,
Female,Badulla,Commerce Stream,"Emotional Intelligence, Saint Level","Flutter, Dart, Firebase, Android Studio, Git",1Y2S,3.4,3.2,"Docker, Kubernetes, Helm, Jenkins, Prometheus.","Critical Thinking, Master Strategist",DevOps / Cloud Engineer,62,5,5,1,5,4,3,2,5,2,10,4,Aural,,,,,,
Male,Kandy,Bio Stream,"Emotional Intelligence, Heart of Gold","Python, Pandas, TensorFlow, Jupyter, SQL",2Y1S,1.8,3.3,"Node.js, Express.js, MongoDB","Leadership, Strength in Guidance",Software Engineer / Backend,72,4,3,4,4,5,7,9,6,5,8,2,Aural,,,,,,
Female,Nuwara Eliya,Technology Stream,"Communication, Polished & Professional","Figma, Sketch, Principle, Interaction Design, User Research, Prototyping, Accessibility",2Y1S,1.3,2.8,"AWS, Serverless, Lambda, S3, CloudFront","Teamwork, Support, Encouragement;",DevOps / Cloud Engineer,57,3,2,2,4,3,2,3,9,5,5,1,Visual,,,,,,
Male,Puttalam,Arts Stream,"Problem Solving, Breaks Any Barrier","AWS, Terraform, ECS, Lambda, VPC, Security Groups",1Y2S,2.2,3,"TensorFlow, Keras, PyTorch, OpenCV, NLP;","Time Management, Perfectly Timed",Frontend / Web Developer,88,4,4,3,5,5,7,2,6,10,10,2,Kinesthetic,,,,,,
Female,Kilinochchi,Bio Stream,"Adaptability, Resilience, Positive Attitude","Flutter, Dart, Firebase Auth, GetX/Bloc, Push Notifications, Google Maps, In-app Purchase",1Y2S,1.3,2.8,"Java, Spring Boot, Kafka, PostgreSQL, JUnit","Time Management, Super Productive",DevOps / Cloud Engineer,49,1,1,4,2,4,9,7,9,3,5,2,Kinesthetic,,,,,,
Male,Polonnaruwa,Bio Stream,"Leadership, Commands Respect","MERN Stack, Redux, Docker, TypeScript, Git",1Y1S,2.9,3,"Flutter, Dart, Firebase","Adaptability, Quick Shifter",Cybersecurity / Network Engineer,74,5,2,2,4,5,8,6,2,6,5,9,Kinesthetic,,,,,,
Other,Anuradhapura,Bio Stream,"Communication, Presentation Skills, Emotional Intelligence","Python, Pandas, Scikit-learn, TensorFlow, Jupyter",2Y1S,1,2.8,"AWS Lambda, DynamoDB, S3, API Gateway, CloudWatch;","Public Speaking, Charismatic Presence",Frontend / Web Developer,54,4,1,3,2,4,4,8,8,1,2,3,Kinesthetic,,,,,,
Male,Ampara,Arts Stream,"Creativity, Originality, Artistry","PyTorch, TensorFlow, Docker, MLflow, AWS SageMaker",2Y1S,2.6,3.2,"Figma, Canva","Leadership, Natural Leader",AI / Machine Learning Engineer,49,3,2,3,5,2,2,3,10,4,5,6,Kinesthetic,,,,,,
Female,Kilinochchi,Maths Stream,"Emotional Intelligence, Highly Empathetic","Java, Spring Boot, Kafka, PostgreSQL, JUnit",1Y2S,4.5,3.2,"Java, VS Code, Git, MySQL","Teamwork, Powerful Unity",AI / Machine Learning Engineer,61,1,3,5,3,4,7,10,7,7,10,3,Aural,,,,,,
Other,Matale,Technology Stream,"Teamwork, Unity, Camaraderie","Python, Java, Git, MySQL, Spring Boot, Docker, Algorithms",2Y1S,2.4,3.3,"Figma, Canva, Wireframing","Teamwork, Collaboration, Empathy",DevOps / Cloud Engineer,87,3,4,3,3,1,6,2,9,2,5,7,Visual,,,,,,
Female,Batticaloa,Arts Stream,"Teamwork, Energy Booster","Python, Pandas, Scikit-learn, TensorFlow, Jupyter",1Y1S,4.2,3,"AWS VPC, IAM, ECS, CloudWatch, Terraform;","Presentation Skills, Smooth Delivery",Data Science & Analytics,92,1,1,5,3,1,1,2,6,3,6,3,Visual,,,,,,
Male,Colombo,Commerce Stream,"Time Management, Disciplined Worker",Docker Desktop,1Y2S,2.6,2.8,"AWS, Docker, Kubernetes, Terraform, CI/CD","Teamwork, Legendary",Frontend / Web Developer,82,3,4,4,2,4,7,4,9,5,9,10,Kinesthetic,,,,,,
Female,Polonnaruwa,Arts Stream,"Emotional Intelligence, Deep Listener","Python, Pandas, Excel, Google Colab, Matplotlib, Jupyter",1Y1S,1.8,3.3,"Adobe XD, Figma, Framer, Interaction Design;","Emotional Intelligence, Thoughtful and Kind",Cybersecurity / Network Engineer,85,2,4,4,4,4,1,4,10,4,2,5,Kinesthetic,,,,,,
Female,Hambantota,Maths Stream,"Time Management, Organization, Stress Management","Java, Spring Boot, Git, Docker, MySQL",1Y1S,2.1,3.3,"Python, Scikit-learn, Pandas, Model Evaluation","Problem Solving, Solution Maker",DevOps / Cloud Engineer,70,5,4,4,1,1,8,4,9,4,1,2,Visual,,,,,,
Male,Polonnaruwa,Commerce Stream,"Presentation Skills, Confident Presenter","Node.js, Postman",2Y2S,4.9,3,"React.js, Node.js, Express.js, MongoDB, Git","Leadership, Strong Presence",AI / Machine Learning Engineer,91,2,3,2,2,1,7,3,2,5,8,8,Kinesthetic,,,,,,
Male,Ampara,Bio Stream,"Communication, Clarity, Friendliness","Python Scripting, Metasploit, Nmap, Burp Suite, SIEM",1Y2S,3.4,3,"Figma, Wireframing","Time Management, Highly Organized",DevOps / Cloud Engineer,89,3,5,1,4,2,3,8,7,1,5,2,Visual,,,,,,
Male,Kilinochchi,Bio Stream,"Teamwork, Strong Support System","Java, Python, Git",2Y1S,2.2,3.3,"Docker, Kubernetes, Jenkins, Terraform, Linux Admin;","Teamwork, Collaboration, Empathy",Frontend / Web Developer,46,5,5,4,2,1,9,1,1,2,8,5,Kinesthetic,,,,,,
Female,Kurunegala,Bio Stream,"Teamwork, Team-First Attitude","Figma, Prototyping, User Flows, Design Thinking",2Y2S,1.1,3,"SQL, Pandas, Power BI, Excel, Statistics;","Time Management, Always Meets Deadlines",Frontend / Web Developer,97,3,1,2,3,2,3,1,6,9,8,7,Visual,,,,,,
